restaurant,city,menu_type,category,dish,price,description,tags
De Dikke van Dale,Leeuwarden,Dinner,Main,Zalmfilet,26.0,"op de huid gebakken zalm met zeekraal, groenten en hollandaisesaus",fish
De Dikke van Dale,Leeuwarden,Dinner,Main,Zeebaars,24.5,geserveerd met antiboise en groenten,fish
De Dikke van Dale,Leeuwarden,Dinner,Main,Stickey tempeh noodles,17.5,"tempeh, haricots verts, edamame, basilicum en hoisinsaus",
De Dikke van Dale,Leeuwarden,Dinner,Main,Knolselderijsteak,18.0,"knolselderij gemarineerd in miso met pesto, gnocchi en groenten",meat
De Dikke van Dale,Leeuwarden,Dinner,Kids,Pannenkoek –,7.75,geserveerd met stroop en poedersuiker,
De Dikke van Dale,Leeuwarden,Dinner,Kids,Kipspies,9.95,met appelmoes,meat
De Dikke van Dale,Leeuwarden,Dinner,Kids,Friet –,7.75,met frikandel of kroket,meat
De Dikke van Dale,Leeuwarden,Dinner,Kids,Kinderijsje,5.0,"met twee soorten ijs, fruit en spikkels",
De Dikke van Dale,Leeuwarden,Dinner,Dessert,Salty caramel,11.5,karamelroomrijs en crumble van gezouten pinda’s,vegetarian
De Dikke van Dale,Leeuwarden,Dinner,Dessert,Tartelette met stoofpeer,8.75,geserveerd met perenijs,
De Dikke van Dale,Leeuwarden,Dinner,Dessert,MonChou,9.75,met kersen en yoghurtbosvruchtenijs,vegetarian
Fier Groningen,Groningen,Dinner,Uitbreiding Oesters,Oester ‘Oriental’ – per stuk,4.0,Sjalot - citroen - tabasco,fish
Fier Groningen,Groningen,Dinner,Uitbreiding Oesters,Gemarineerde oester – per stuk,4.5,Dille hollandaise - passievrucht - mierikswortel,fish
Fier Groningen,Groningen,Dinner,Uitbreiding Oesters,Warme oester – per stuk,4.5,Beurre noisette - bieslook - parmezaan,fish
Fier Groningen,Groningen,Dinner,Voorgerecht,Gepekelde zalm,13.0,Geschifte saus – koolsalade – hazelnoot - sinaasappel,fish
Fier Groningen,Groningen,Dinner,Voorgerecht,Tartaar van diamanthaas,14.0,Piccalilly-schuim – reypenaer - eidooier – kappertjes,vegetarian
Fier Groningen,Groningen,Dinner,Voorgerecht,Pompoen crémeux,12.0,Geschifte saus – koolsalade – hazelnoot - sinaasappel,
Fier Groningen,Groningen,Dinner,Tussengerecht,Pieterman,15.0,Langoustine-schuim - venkelsalade - paprika créme,
Fier Groningen,Groningen,Dinner,Tussengerecht,Gekonfijte buikspek,14.0,Demi-glace van appel - knol-schuim - prei,meat
Fier Groningen,Groningen,Dinner,Tussengerecht,Prei mozaïek,13.0,Shiitake saus - krokante prei - cashewnoten,vegetarian
Fier Groningen,Groningen,Dinner,Hoofdgerecht,Seizoensvis,25.0,Dille hollandaise - orzo - geglaceerde wortel,fish
Fier Groningen,Groningen,Dinner,Hoofdgerecht,Hertensukade of Biefstuk,29.0,Rode wijnsaus - mousseline - krokante spruiten,meat
Fier Groningen,Groningen,Dinner,Hoofdgerecht,Tempura portobello,25.0,Truffel-schuim - zwarte knoflook créme - romanesco,
Fier Groningen,Groningen,Dinner,Hoofdgerecht,Uitbreiden portie frieten,5.0,Met een basilicum mayonaise,vegetarian
Fier Groningen,Groningen,Dinner,Dessert,Mango,12.0,Kokosijs - pandan-schuim - gesuikerde pinda,
Fier Groningen,Groningen,Dinner,Dessert,Chocolade,12.0,Tonkaboonijs - passievrucht coulis - ganache,
Fier Groningen,Groningen,Dinner,Kaasplank & Friandises,Selectie kazen,17.0,Kaashandel van der Leij - kaasijs - supplementen,vegetarian
Fier Groningen,Groningen,Dinner,Kaasplank & Friandises,Selectie friandises,9.0,Friandises met koffie of thee,
Fier Groningen,Groningen,Dinner,Keuze Menu,Drie gangen menu,49.0,Voorgerecht - hoofdgerecht - dessert,
Fier Groningen,Groningen,Dinner,Keuze Menu,FIER. gangen menu,59.0,Voorgerecht - tussengerecht - hoofdgerecht - dessert,
Dokjard,Groningen,Dinner,Voor/Tussen,Steaktartaar,15.0,kwarteleierbal – vega XO – paprika – piment – pompoen,"meat, vegetarian"
Dokjard,Groningen,Dinner,Voor/Tussen,Bisque,14.0,kumquat – rivierkreeft – pani puri – tom yum crème – saag,
Dokjard,Groningen,Dinner,Voor/Tussen,Snoekbaars,15.0,mierikswortel – vlierbes – sushi rijst – granen – appelstroop,
Dokjard,Groningen,Dinner,Voor/Tussen,konijn of schorseneren,14.0,gele biet – morbier – mosterd – oost indische kers – abrikoos – walt cider,
Dokjard,Groningen,Dinner,Voor/Tussen,Rode biet,13.0,kersenhout – zonnebloempit – appel – appelstroop – tonkaboon – quinoa – thaise basilicum – roodlof,
Dokjard,Groningen,Dinner,Voor/Tussen,"Oesters (indien voorradig, en dat is dus niet altijd)",11.0,Oysri Ierse oesters – Wadden oesters,fish
Dokjard,Groningen,Dinner,Hoofd,Ribeye,35.0,salie – tuinboon – groene kikkererwt – zwarte kardemom – panisse – koseret hollandaise,meat
Dokjard,Groningen,Dinner,Hoofd,Croquette münster,29.0,Aardpeer – koolrabi – salie – zwarte knoflook -beurre blanc -zuurdesem,
Dokjard,Groningen,Dinner,Hoofd,Vangst van de visserman,29.0,rouleaux van skrei – belugalinzen – selderij – meloes ui – trompette de la mort – kappers – dragon,fish
Dokjard,Groningen,Dinner,Hoofd,Zwijnswang,28.0,moerasspirea – gnocchi – oesterzwam – amandel – tomaat – mout – pastinaak – witlof,fish
Dokjard,Groningen,Dinner,Hoofd,Shiitake knödel,27.0,kimchi – pinda – szechuanne peper – bloemkool – chilli olie – kokos & sake saus,spicy
Dokjard,Groningen,Dinner,Hoofd,Hollandse garnaal croquette,29.0,Aardpeer – koolrabi – salie – zwarte knoflook -beurre blanc -zuurdesem,fish
Dokjard,Groningen,Dinner,Hoofd,Ribs ‘de beste van de Noorderhaven’,27.0,friet – salade – 3 sauzen,meat
Dokjard,Groningen,Dinner,Hoofd,Ribs ‘de beste van de Noorderhaven’,30.0,friet – salade – 3 sauzen,meat
Dokjard,Groningen,Dinner,Sides,anmaakte sla,5.0,"lekker fris voor erbij, met hetgeen wat er die dag op de markt te vinden is!",
Dokjard,Groningen,Dinner,Sides,warme veggies,6.0,,vegetarian
Dokjard,Groningen,Dinner,Sides,friet parmezaan,9.0,verse pommetje frieten – parmezaanse kaas – truffelmayonaise,vegetarian
Dokjard,Groningen,Dinner,Sides,friet parmezaan,6.0,verse pommetje frieten – parmezaanse kaas – truffelmayonaise,vegetarian
Dokjard,Groningen,Dinner,Sides,frieten met mayo,7.0,,
Dokjard,Groningen,Dinner,Sides,frieten met mayo,5.0,,
Dokjard,Groningen,Dinner,Na,Rozemarijn – yoghurt ijs,11.0,hazelnoot – kastanje – granola – aardpeer,vegetarian
Dokjard,Groningen,Dinner,Na,Chocolade brownie,12.0,gezouten karamel – amandel ijs – vanille saus – gebrande witte chocolade,
Dokjard,Groningen,Dinner,Na,kokos ijs,11.0,kardemom – miso – gepofte rijst – cacaonibs – merengue,
Dokjard,Groningen,Dinner,Na,KAAS!,15.0,vijgenbrood – noten – barley wine stroop – rumdruif,vegetarian
Dokjard,Groningen,Dinner,Na,Friandises,13.0,"selectie lekkers bij de koffie/thee, homemade door chef lollinga!",
Dokjard,Groningen,Dinner,En Natuurlijk Ook…,bierbrood,11.0,huisgebakken desem – smeersels,
Dokjard,Groningen,Dinner,En Natuurlijk Ook…,Droge worst,8.0,van de Wilde slager,meat
Dokjard,Groningen,Dinner,En Natuurlijk Ook…,Kaas!,13.0,"Borrelkaas met kletzenbrood, barley wine stroop en noten",vegetarian
Dokjard,Groningen,Dinner,En Natuurlijk Ook…,olijven,6.5,,
Dokjard,Groningen,Dinner,En Natuurlijk Ook…,rendang kroketjes,9.5,8/12 st. – shiracha mayo,meat
Dokjard,Groningen,Dinner,En Natuurlijk Ook…,rendang kroketjes,14.0,8/12 st. – shiracha mayo,meat
Dokjard,Groningen,Dinner,En Natuurlijk Ook…,bourgondiër bitterballen,9.5,8/14st. – Zwolsche mosterd,meat
Dokjard,Groningen,Dinner,En Natuurlijk Ook…,bourgondiër bitterballen,14.0,8/14st. – Zwolsche mosterd,meat
Dokjard,Groningen,Dinner,En Natuurlijk Ook…,vega kroketjes,9.5,8/12 st. van oma Bobs – truffelmayonaise,meat
Dokjard,Groningen,Dinner,En Natuurlijk Ook…,vega kroketjes,14.0,8/12 st. van oma Bobs – truffelmayonaise,meat
De Drie Gezusters,Groningen,Dinner,Starters,RUNDERCARPACCIO,15.4,"parmezaanse kaas, geroosterde pittenmix, kappertjes en truffelmayonaise",meat
De Drie Gezusters,Groningen,Dinner,Starters,VEGETARISCHE GYOZA,11.9,"gevuld met groente, geserveerd met wasabi chips en sesam mayonaise","spicy, vegetarian"
De Drie Gezusters,Groningen,Dinner,Starters,garnalen pil pil,13.9,garnalen in pittige knoflook olie en brood,"fish, spicy"
De Drie Gezusters,Groningen,Dinner,Starters,Tartaar van gerookte ZALM,13.5,"met zoetzure rode ui, kappertjes geserveerd op brioche brood",fish
De Drie Gezusters,Groningen,Dinner,Starters,STEAK TARTAAR,14.5,met een eierbal en piccalilymayonaise,meat
De Drie Gezusters,Groningen,Dinner,Starters,burrata,12.5,"met geroosterde tomaten, balsamico en geroosterd stokbrood",vegetarian
De Drie Gezusters,Groningen,Dinner,Om Te Delen,brood met smeersels,6.9,"met alioli, kruidenboter en truffelmayonaise",
De Drie Gezusters,Groningen,Dinner,Om Te Delen,flammkuchen origineel,13.5,"Emmentaler kaas, zure room, spek en prei",meat
De Drie Gezusters,Groningen,Dinner,Om Te Delen,FLAMMKUCHEN GEITENKAAS,14.5,walnoten en balsamicostroop,meat
De Drie Gezusters,Groningen,Dinner,Soup,groninger mosterdsoep,7.5,met spekjes en prei,meat
De Drie Gezusters,Groningen,Dinner,Salads,SALADE DE DRIE GEZUSTERS,18.9,"gewokte gamba’s, ossenhaaspuntjes en Oosterse saus","fish, meat"
De Drie Gezusters,Groningen,Dinner,Salads,SALADE GEITENKAAS,16.8,"warme geitenkaas, geroosterd krentenbrood, walnoten en balsamicostroop",vegetarian
De Drie Gezusters,Groningen,Dinner,Salads,CAESAR SALADE,16.9,"Romaine sla met Caesardressing, croutons, ansjovis, parmezaanse kaas, spekjes en een gepocheerd ei","fish, meat"
De Drie Gezusters,Groningen,Dinner,Salads,SALADE VIS,18.9,"met tonijn, zalm, gamba's en mosterd dille dressing",fish
De Drie Gezusters,Groningen,Dinner,Hoofdgerecht,GROTE GARNALEN,22.5,gepelde gamba’s met brood of friet,fish
De Drie Gezusters,Groningen,Dinner,Hoofdgerecht,GEBAKKEN ZALMFILET,22.9,geserveerd met Hollandaise saus,fish
De Drie Gezusters,Groningen,Dinner,Hoofdgerecht,KIPSATÉ,22.0,"drie stokjes saté van gemarineerde kippendij met satésaus, gebakken uitjes, seroendeng, kroepoek en atjar Liever een stokje minder? -3.50",meat
De Drie Gezusters,Groningen,Dinner,Hoofdgerecht,bOTERMALSE BIEFSTUK,27.0,met saus naar keuze,meat
De Drie Gezusters,Groningen,Dinner,Hoofdgerecht,mAAK JE HOOFDGERECHT NOG LUXER MET een: FRIETJE CHIQUE,4.0,met Parmezaanse kaas en truffelmayonaise +,vegetarian
De Drie Gezusters,Groningen,Dinner,Hoofdgerecht,FRIETJE STOOF,7.5,"draadjesvlees, pittige mayonaise en krokante uitjes +",spicy
De Drie Gezusters,Groningen,Dinner,Hoofdgerecht,DE GROTE DRIE GEZUSTERS SCHNITZEL,24.5,"gebakken ui, spek, kaas en champignons",meat
De Drie Gezusters,Groningen,Dinner,Hoofdgerecht,DE GROTE SCHNITZEL,22.9,met preiselbeeren of een saus naar keuze Tip: lekker met stroganoff,vegetarian
De Drie Gezusters,Groningen,Dinner,Hoofdgerecht,VARKENSHAAS,23.9,gevuld met brie en parmaham,meat
De Drie Gezusters,Groningen,Dinner,Hoofdgerecht,SPARERIBS,23.5,"door de chef gemarineerde spareribs, keuze uit zoet of pittig","meat, spicy"
De Drie Gezusters,Groningen,Dinner,Main,gnocchi,19.5,met buratta en een saus van geroosterde paprika en tomaat,
De Drie Gezusters,Groningen,Dinner,Main,FALAFEL BURGER VAN FLFL®,17.9,"met feta, sla, tomaat, augurk, rode ui en yoghurtmayonaise",meat
De Drie Gezusters,Groningen,Dinner,Poké Bowls,POKE BOWL ZALM,18.5,"zalm met sushirijst, wakame, avocado, rode kool, zoetzure komkommer, mango, sojabonen, mais en sesam mayonaise",fish
De Drie Gezusters,Groningen,Dinner,Poké Bowls,POKE BOWL KIP,17.9,"kip met sushirijst, wakame, avocado, rode kool, zoetzure komkommer, mango, sojabonen, mais en pittige mayonaise","meat, spicy"
De Drie Gezusters,Groningen,Dinner,Burgers,DE DRIE GEZUSTERS BURGER,18.9,"uitgebakken spek, spiegelei, cheddar, sla, tomaat, augurk, rode ui en De Drie Gezusters burgersaus",meat
De Drie Gezusters,Groningen,Dinner,Burgers,CHEESEBURGER,17.5,"met cheddar en Goudse kaas, sla, tomaat, augurk, rode ui en De Drie Gezusters burgersaus Tip: lekker met spek +1.50",meat
De Drie Gezusters,Groningen,Dinner,Burgers,SPICY CHICKEN BURGER,16.9,"met uienringen, sla, tomaat, augurk, jalapeño peper, rode ui en sriracha mayonaise","meat, spicy"
De Drie Gezusters,Groningen,Dinner,Burgers,FALAFEL BURGER VAN FLFL®,17.9,"met feta, sla, tomaat, augurk, rode ui en yoghurt mayonaise",meat
De Drie Gezusters,Groningen,Dinner,Zoet,CRÈME BRÛLÉE,8.75,gekarameliseerd met vanille-ijs en slagroom,vegetarian
De Drie Gezusters,Groningen,Dinner,Zoet,TARTE TATIN,8.5,omgekeerde appeltaart met kaneelijs,
De Drie Gezusters,Groningen,Dinner,Zoet,WITTE CHOCOLADE CHEESECAKE,8.5,geserveerd met rood fruit,
De Drie Gezusters,Groningen,Dinner,Zoet,ZUSSEN SOES,8.9,"grote soes gevuld met vanille-ijs en slagroom, overgoten met chocolade",vegetarian
De Drie Gezusters,Groningen,Dinner,Zoet,pornstar martini panacotta,9.5,pannacotta van mango en passiefruit met een schuim van pornstar martini,
De Drie Gezusters,Groningen,Borrel,Borrelhapjes,warme hapjes,9.3,variatie van verschillende gefrituurde hapjes tien stuks | twintig stuks 18.10 | bucket 40 stuks 30,
De Drie Gezusters,Groningen,Borrel,Borrelhapjes,bitterballen,7.7,een portie bitterballen met mosterdmayonaise acht stuks | twaalf stuks 11.25 | bucket 40 stuks 25,meat
De Drie Gezusters,Groningen,Borrel,Borrelhapjes,vegan bitterballen,7.7,van Cas & Kas met mosterd acht stuks | twaalf stuks 11.25 | bucket 40 stuks 25,"meat, vegan"
De Drie Gezusters,Groningen,Borrel,Borrelhapjes,Groningse EIERBALLEN,8.2,een echte Groningse specialiteit maar dan in mini formaat. Een kwarteleitje in een kerrie ragout met een krokant jasje. Deze moet je proeven!,vegetarian
De Drie Gezusters,Groningen,Borrel,Borrelhapjes,KAASSTENGELS “OLD AMSTERDAM”,8.7,met chilisaus,"spicy, vegetarian"
De Drie Gezusters,Groningen,Borrel,Borrelhapjes,CALAMARIS,11.5,met aioli,meat
De Drie Gezusters,Groningen,Borrel,Borrelhapjes,FALAFEL VAN FLFL®,9.5,met yoghurt mayonaise,vegetarian
De Drie Gezusters,Groningen,Borrel,Borrelhapjes,STICKY CHICKENWINGS,9.5,met BBQ saus,meat
De Drie Gezusters,Groningen,Borrel,Borrelhapjes,GEITENKAASKROKETJES,11.5,met appel/peren compote,meat
De Drie Gezusters,Groningen,Borrel,Versierde Frieten,FRIETJE STOOF,11.5,"draadjesvlees, pittige mayonaise, Parmezaanse kaas en krokante uitjes","spicy, vegetarian"
De Drie Gezusters,Groningen,Borrel,Versierde Frieten,FRIETJE CHIQUE,8.5,met truffelmayonaise en Parmezaanse kaas,vegetarian
De Drie Gezusters,Groningen,Borrel,Om Te Delen,flammkuchen origineel,13.5,"met Emmentaler kaas, zure room, spek en dun gesneden prei",meat
De Drie Gezusters,Groningen,Borrel,Om Te Delen,FLAMMKUCHEN GEITENKAAS,14.5,met walnoten en balsamicostroop,meat
De Drie Gezusters,Groningen,Borrel,Om Te Delen,DE DRIE ZUSSEN DEELPLANK,19.5,"met verschillende vleessoorten, kaas en brood met smeersels met warme hapjes erbij +8",vegetarian
De Drie Gezusters,Groningen,Borrel,Om Te Delen,nacho's kip,13.5,"met kip, kruidenroomkaas, rode ui, jalapeño pepers, tomatensalsa en kaas","meat, spicy"
De Drie Gezusters,Groningen,Borrel,Om Te Delen,NACHO’S VEGA,10.5,"met kruidenroomkaas, rode ui, jalapeño pepers, tomatensalsa, kaas en guacamole","spicy, vegetarian"
De Drie Gezusters,Groningen,Borrel,Om Te Delen,nacho's bbq pulled pork,14.5,"met tomatensalsa, jalapeño pepers, rode ui, tomaat, pulled pork, BBQ-saus en kaas","meat, spicy"
De Drie Gezusters,Groningen,Borrel,Om Te Delen,nacho's met gehakt,14.5,"met kruidenroomkaas, gehakt, jalapeño pepers, rode ui, tomatensalsa en kaas","meat, spicy"
De Drie Gezusters,Groningen,Borrel,Gebak,HUISGEMAAKTE APPELTAART,5.9,met slagroom,vegetarian
De Drie Gezusters,Groningen,Borrel,Gebak,HAZELNOOT SCHUIMTAART,4.6,schuimtaart van hazelnoot met luchtige mokkacrème,
De Drie Gezusters,Groningen,Borrel,Gebak,KERSEN CHEESECAKE,5.9,New York style cheesecake overgoten met zoete kersen,
De Drie Gezusters,Groningen,Borrel,Gebak,chocolade brownie,4.9,met karamel en noten Bestel er slagroom bij voor 0.50 extra Optie voor toppings: karamel- of chocoladesaus voor 1.00 extra,vegetarian
De Drie Gezusters,Groningen,Borrel,Stadshap*,FISH AND CHIPS,12.5,in een mandje met een krantje,fish
De Drie Gezusters,Groningen,Borrel,Stadshap*,FRIETJE STOOF,12.5,"draadjesvlees, pittige mayonaise en krokante uitjes",spicy
De Drie Gezusters,Groningen,Borrel,Stadshap*,FRIETJE RENDANG,12.5,"rendang van jackfruit, gebakken uitjes, pittige mayonaise en krokante uitjes","meat, spicy"
De Drie Gezusters,Groningen,Borrel,Stadshap*,FRIETJE OOSTERSE KIP,12.5,"Pulled chicken, satésaus, krokante uitjes en seroendeng",meat
De Drie Gezusters,Groningen,Borrel,Stadshap*,BIEFSTUKPANNETJE,12.5,"biefstukpuntjes met champignons, paprika en pepersaus","meat, spicy"
De Drie Gezusters,Groningen,Borrel,Stadshap*,SHEPERDS PIE,12.5,"Ovenschotel met mals stoofvlees, romige aardappelpuree en een krokante korst",
De Drie Gezusters,Groningen,Borrel,Stadshap*,STICKY WINGS,12.5,met friet,
De Drie Gezusters,Groningen,Borrel,Stadshap*,POKEBOWL,12.5,"met sushirijst, wakame, avocado, rode kool, zoetzure komkommer, mango, sojabonen, mais en pittige mayonaise *Je kan genieten van de stadshappen in sportsbar de groote griet en cafe hoppe tot 21:00 uur",spicy
De Drie Gezusters,Groningen,Lunch,Soup,groninger mosterdsoep,7.5,met spekjes en prei,meat
De Drie Gezusters,Groningen,Lunch,Sandwiches,broodje carpaccio,14.9,"Parmezaanse kaas, kappertjes, geroosterde pittenmix en truffelmayonaise",meat
De Drie Gezusters,Groningen,Lunch,Sandwiches,CLUB SANDWICH,15.9,"kip, gebakken spek, ei, tomaat, kaas en kruidenmayonaise",meat
De Drie Gezusters,Groningen,Lunch,Sandwiches,HUISGEMAAKTE TONIJNSALADE,11.5,"zoetzure komkommer, rode ui, paprika, avocado en pittige mayonaise","fish, spicy"
De Drie Gezusters,Groningen,Lunch,Sandwiches,CAESAR WRAP,13.4,"met krokante kip, parmezaanse kaas, spekjes en ei",meat
De Drie Gezusters,Groningen,Lunch,Sandwiches,sandwich zalm,15.9,"met roomkaas, zoetzure ui en mosterd dille saus",fish
De Drie Gezusters,Groningen,Lunch,Sandwiches,burrata,14.9,"flatbread met zongedroogde tomaten, geroosterde paprika en pesto",vegetarian
De Drie Gezusters,Groningen,Lunch,Sandwiches,toast avocado,14.5,"gepocheerde eieren met geroosterd bruin brood, granaatappel en avocado Ook lekker met spek (+1.00) of gerookte zalm (+3.50) te bestellen","fish, meat"
De Drie Gezusters,Groningen,Lunch,Burgers,DE DRIE GEZUSTERS BURGER,18.9,"uitgebakken spek, spiegelei, cheddar, sla, tomaat, augurk, rode ui en De Drie Gezusters burgersaus",meat
De Drie Gezusters,Groningen,Lunch,Burgers,CHEESEBURGER,17.5,"cheddar en Goudse kaas, sla, tomaat, augurk, rode ui en De Drie Gezusters burgersaus Tip: lekker met spek +1.50",meat
De Drie Gezusters,Groningen,Lunch,Burgers,SPICY CHICKEN BURGER,16.9,"met uienringen, sla, tomaat, augurk, jalapeño peper, rode ui en sriracha mayonaise","meat, spicy"
De Drie Gezusters,Groningen,Lunch,Burgers,FALAFEL BURGER VAN FLFL®,17.9,"met feta, sla, tomaat, augurk, rode ui en yoghurt mayonaise Geserveerd met friet",meat
De Drie Gezusters,Groningen,Lunch,Warme Lunch,12-UURTJE,14.9,"twee boterhammen met een spiegelei, ham, kaas, kroket en tomatensoep Ook vegetarisch te bestellen broodje anna uit de oven met pulled pork, cheddar kaas, paprika en BBQ-saus 10.90","meat, vegetarian"
De Drie Gezusters,Groningen,Lunch,Warme Lunch,broodje anna,10.9,"uit de oven met pulled pork, cheddar kaas, paprika en BBQ-saus",meat
De Drie Gezusters,Groningen,Lunch,Warme Lunch,BROODJE SOPHIA,10.9,"uit de oven met gegrilde kip, kaas en pesto UITSMIjTER DE DRIE GEZUSTERS drie gebakken eieren met spek en kaas meegebakken, augurk en kruidenmayonaise 13.50",meat
De Drie Gezusters,Groningen,Lunch,Warme Lunch,UITSMIjTER DE DRIE GEZUSTERS,13.5,"drie gebakken eieren met spek en kaas meegebakken, augurk en kruidenmayonaise",meat
De Drie Gezusters,Groningen,Lunch,Warme Lunch,uitsmijter zalm,14.9,met gerookte zalm,fish
De Drie Gezusters,Groningen,Lunch,Warme Lunch,oosterse kip,12.9,"kip, champignons, paprika en Oosterse saus op een flatbread eggs benedict gepocheerde eieren met brioche brood, spinazie en Hollandaisesaus Keuze uit ham of zalm 16.50","fish, meat"
De Drie Gezusters,Groningen,Lunch,Warme Lunch,eggs benedict,16.5,"gepocheerde eieren met brioche brood, spinazie en Hollandaisesaus Keuze uit ham of zalm","fish, meat"
De Drie Gezusters,Groningen,Lunch,Warme Lunch,EGGS FLORENTINE,14.5,"gepocheerde eieren met brioche brood, spinazie, granaatappel en Hollandaisesaus",vegetarian
De Drie Gezusters,Groningen,Lunch,Kroketten,RUNDVLEES KROKETTEN,12.5,met mosterdmayonaise,meat
De Drie Gezusters,Groningen,Lunch,Kroketten,VEGan kroketten van cas & kas,12.5,met mosterd GESERVEERD MET BROOD OF FRIET,"meat, vegan"
De Drie Gezusters,Groningen,Lunch,Frieten,FRIETJE STOOF,11.5,"draadjesvlees, pittige mayonaise en krokante uitjes",spicy
De Drie Gezusters,Groningen,Lunch,Frieten,FRIETJE CHIQUE,8.5,met Parmezaanse kaas en truffelmayonaise,vegetarian
De Drie Gezusters,Groningen,Lunch,Poké Bowls,POKE BOWL ZALM,18.5,"zalm met sushirijst, wakame, avocado, rode kool, zoetzure komkommer, mango, sojabonen, mais en sesam mayonaise",fish
De Drie Gezusters,Groningen,Lunch,Poké Bowls,POKÉ BOWL KIP,17.9,"kip met sushirijst, wakame, avocado, rode kool, zoetzure komkommer, mango, sojabonen, mais en sriracha mayonaise","meat, spicy"
De Drie Gezusters,Groningen,Lunch,Salads,SALADE DE DRIE GEZUSTERS,18.9,"gewokte gamba’s, ossenhaaspuntjes en Oosterse saus","fish, meat"
De Drie Gezusters,Groningen,Lunch,Salads,SALADE GEITENKAAS,16.8,"warme geitenkaas, geroosterd krentenbrood, walnoten en balsamicostroop",vegetarian
De Drie Gezusters,Groningen,Lunch,Salads,CAESAR SALADE kip,16.9,"Romaine sla met Caesardressing, croutons, ansjovis, parmezaanse kaas, spekjes en een gepocheerd ei","fish, meat"
De Drie Gezusters,Groningen,Lunch,Salads,SALADE VIS,18.9,"met tonijn, zalm, gamba en mosterd dille dressing MAAK VAN JE SALADE EEN HEUSE MAALTIJD MET FRIET OF BROOD MET BOTER VOOR 4.50 EXTRA",fish
De Drie Gezusters,Groningen,Lunch,Voor De Kleintjes,poffertjes,5.5,met poedersuiker en roomboter,vegetarian
De Drie Gezusters,Groningen,Lunch,Voor De Kleintjes,BELEGDE BOTERHAM,4.0,"keuze uit nutella, jam, ham of kaas",meat
Brasserie Flair,Groningen,Dinner,Wijnarrangement Passend Bij Ieder Gerecht,3 glazen,22.5,,
Brasserie Flair,Groningen,Dinner,Wijnarrangement Passend Bij Ieder Gerecht,4 glazen,30.0,,
Brasserie Flair,Groningen,Dinner,Wijnarrangement Passend Bij Ieder Gerecht,5 glazen,37.5,,
Brasserie Flair,Groningen,Dinner,Voor- En Tussengerechten,(V) Fougasse en olijven,7.5,Huisgemaakt brood geserveerd met knoflook-olijven en boter.,vegetarian
Brasserie Flair,Groningen,Dinner,Voor- En Tussengerechten,(V) Klassieke Uiensoep,9.5,"Uit de klassieke keuken; Franse uiensoep, afgetopt met een brioche Gruyère.",vegetarian
Brasserie Flair,Groningen,Dinner,Voor- En Tussengerechten,Verse zalm carpaccio,15.75,"Van verse zalmzijde, huis-gemarineerd in diverse kruiden en Gin & Tonic, met oa. mascarpone, sinaasappel, fluweelzacht en fris in de mond, afgetopt met limoenmayonaise.","fish, meat"
Brasserie Flair,Groningen,Dinner,Voor- En Tussengerechten,Gegrilde Octopus,15.75,"Gestoofde en gegrilde octopus gemarineerd in oa. geconfijte citroenen, dille, oregano en ui, geserveerd met een fris-zure tomaat-uiensalsa.",
Brasserie Flair,Groningen,Dinner,Voor- En Tussengerechten,Steak Tartaar,15.75,"Klassiek bereid en afgetopt met o.a. baconmayonaise, Parmezaan en eidooier.",meat
Brasserie Flair,Groningen,Dinner,Voor- En Tussengerechten,"ook als hoofdgerecht te bestellen, plm 200 gram met friet brander mayonaise en huissalade",32.5,,
Brasserie Flair,Groningen,Dinner,Voor- En Tussengerechten,Gerookte eendenborstfilet,15.75,"geserveerd met een dressing van sinaasappel, granaatappel en geserveerd met kleine salade van rode biet en cremefraiche.",meat
Brasserie Flair,Groningen,Dinner,Voor- En Tussengerechten,(V) Tarte tartin Geitenkaas,13.75,"Bladerdeegtaartje met o.a. geitenkaas, rode-ui en balsamicoglaze.",vegetarian
Brasserie Flair,Groningen,Dinner,Voor- En Tussengerechten,(V) Salade “Brie”,13.75,"Klassieke salade van diverse soorten sla en rauwkost met gefrituurde briepuntjes, noten en afgetopt met huisgemaakte honing - tijmdressing.",vegetarian
Brasserie Flair,Groningen,Dinner,Aanrader,Chef's Choice; proeverij van voor- en tussengerechten vanaf 2 personen te bestellen,18.5,Aanrader!: verse SUSHI,
Brasserie Flair,Groningen,Dinner,Aanrader,"Huisgemaakte verse sushi geserveerd met sojasaus, per rol, 8 stukjes",19.0,,
Brasserie Flair,Groningen,Dinner,Main,Entrecote,28.5,"Heerlijk mals en smaakvol rundvlees afkomstig van de dunne lende en heeft een klein vetrandje, geserveerd met truffelaardappelpuree, warme groenten en heerlijke gepofte knoflookjus.",meat
Brasserie Flair,Groningen,Dinner,Main,Ossobuco,28.5,"Een klassieker uit de Italiaanse keuken: zacht gegaarde kalfsschenkel in wijn en diverse groentes en specerijen, geserveerd met rissoto milanese.",
Brasserie Flair,Groningen,Dinner,Main,Varkenshaas,26.5,"Gevulde varkenshaas met brie en omwikkeld met spek, geserveerd met aardappel dauphinoins en warme groente.",meat
Brasserie Flair,Groningen,Dinner,Main,Rendang,26.5,"Heerlijk gestoofd en langzaam gegaard rundvlees bereid naar Indonesisch receptuur geserveerd met o.a. gele rijst, sajoerboontjes en bijpassende garnituren.",meat
